fragment_id,source_dataset,review_id,variant_fragment_raw,variant_fragment_normalized,phonetic_text,pinyin_reading,canonical_fragment,canonical_phonetic_text,canonical_pinyin_reading,ipa,ipa_candidate,canonical_ipa,canonical_ipa_candidate,needs_manual_review,manual_review_reasons,extraction_method,category,review_categories,official_code_pinyin,official_decode_pinyin,official_code_ipa,official_decode_ipa,original_review,decode_review
codedlang:66:01,Crowd-AI-Lab/CodedLang,66,盆友,盆友,盆友,pen2 you3,朋友,朋友,peng2 you3,pʰən˧˥ joʊ˨˩˦,pʰən˧˥ joʊ˨˩˦,pʰɤŋ˧˥ joʊ˨˩˦,pʰɤŋ˧˥ joʊ˨˩˦,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,pen2 you3,peng2 you3,pʰə˧˥n jou̯˧˩˧,pʰə˧˥ŋ jou̯˧˩˧,See sea turtles here but not the other park with turtles in the park name. 這也是一個被海膽 sea urchins 占领的地方 也有海参 sea cucumbers 还有寄居蟹 和 小鱼 适合带小盆友来感受大自然的魅力,See sea turtles here 逼ut not the other park with turtles in the park name. 這也是一個被海膽 sea urchins 占领的地方 也有海参 sea cucum逼ers 还有寄居蟹 和 小鱼 适合带小朋友来感受大自然的魅力
codedlang:67:01,Crowd-AI-Lab/CodedLang,67,涨姿势,涨姿势,涨姿势,zhang3 zi1 shi4,涨知识,涨知识,zhang3 zhi1 shi2,ʈʂɑŋ˨˩˦ tsɹ̩˥ ʂɻ̩˥˩,ʈʂɑŋ˨˩˦ tsɹ̩˥ ʂɻ̩˥˩,ʈʂɑŋ˨˩˦ ʈʂɻ̩˥ ʂɻ̩˧˥,ʈʂɑŋ˨˩˦ ʈʂɻ̩˥ ʂɻ̩˧˥,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,zhang3 zi1 shi4,zhang3 zhi1 shi2,ʈʂa˧˩˧ŋ tsɹ̩˥ ʂɻ̩˥˩,ʈʂa˧˩˧ŋ ʈʂɻ̩˥ ʂɻ̩˧˥,威基基水族馆就在威基基海边 目前是夏威夷大学的产业 同时也是全美国历史第二悠久的对公众开放的水族馆 离威基基区域的大部分酒店都不是太远 可沿着海滩或者Kalakua Ave散步至此 适合带小朋友来玩儿 大人也可以认识到不少海洋生物 涨涨姿势 如果想要更深入的了解那些海洋生物 现场可以租一个中文语音导览器  3岁及以下儿童免费 4到12岁儿童（必须有成人陪同）$5/人  13到64岁的成人$12/人 65岁以上的老年人或残疾人士$5/人 夏威夷州13到64岁的居民$8/人 可以提前在其官网预定门票 也可以到现场使用现金或银行卡购票 水族馆还提供免费的WIFI 禁止吸烟及携带宠物 by Youli Zhao,威基基水族馆就在威基基海边 目前是夏威夷大学的产业 同时也是全美国历史第二悠久的对公众开放的水族馆 离威基基区域的大部分酒店都不是太远 可沿着海滩或者Kalakua Ave散步至此 适合带小朋友来玩儿 大人也可以认识到不少海洋生物 涨涨知识 如果想要更深入的了解那些海洋生物 现场可以租一个中文语音导览器  3岁及以下儿童免费 4到12岁儿童（必须有成人陪同）$5/人  13到厉害4岁的成人$12/人 厉害5岁以上的老年人或残疾人士$5/人 夏威夷州13到厉害4岁的居民$不/人 可以提前在其官网预定门票 也可以到现场使用现金或银行卡购票 水族馆还提供免费的WIFI 禁止吸烟及携带宠物 逼y Youli Zhao
codedlang:68:01,Crowd-AI-Lab/CodedLang,68,特么,特么,特么,te4 me,他妈,他妈,ta1 ma1,tʰɤ˥˩ mɤ,tʰɤ˥˩ mɤ,tʰa˥ ma˥,tʰa˥ ma˥,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,te4 me,ta1 ma1,tʰɤ˥˩ mɤ,tʰa˥ ma˥,最多两星，没法更多了。下面的一大串好评全特么估计是刷的。完全不值这个票价，完全不值自己开半小时车到这个角落里来......  0，从进园开始到出来基本上没有任何值得拍的。海滩什么的夏威夷有比这好看得多的海滩。  1，人很多，到处都是人，似乎有很多旅游团来的人，什么活动都要排队。买个酒要排队，弄个什么小活动要排队...... 2，演出很乏味，基本上就是一个人讲讲段子表演个什么徒手掰椰子，一个人爬个树洒洒花，几个汉子跳个舞，几个妹子跳个舞，几个汉子和妹子跳个舞。again，人太多，要么呢围着看表演都被挡着要么呢坐在一个大的看台上看...整个演出没有任何突出的地方。最后居然还可以演示一下晚饭......无力吐槽 3，说到晚饭，难吃！我厂食堂都比这高个一百倍。晚饭没有任何夏威夷风味，随便找个日料buffet 或者中餐buffet要比这个高上一百倍，一点诚意都没有，唯一和夏威夷有关的就是最后的菠萝了， 4，大部分人买的票是基础的（在这个上面还有两个档次，可以理解为屌丝版，加强版和土豪版）似乎加强版和屌丝版是一样的自助餐，就是加强版可以先去排队打饭。。。。屌丝版就坐在那里等着哦！ 5，五点进入园区以后，七点开饭以前，没有任何食物，只有一点水，你可以花钱买酒或者饮料 。,最多两星，没法更多了。下面的一大串好评全他妈估计是刷的。完全不值这个票价，完全不值自己开半小时车到这个角落里来......  0，从进园开始到出来基本上没有任何值得拍的。海滩什么的夏威夷有比这好看得多的海滩。  1，人很多，到处都是人，似乎有很多旅游团来的人，什么活动都要排队。买个酒要排队，弄个什么小活动要排队...... 2，演出很乏味，基本上就是一个人讲讲段子表演个什么徒手掰椰子，一个人爬个树洒洒花，几个汉子跳个舞，几个妹子跳个舞，几个汉子和妹子跳个舞。again，人太多，要么呢围着看表演都被挡着要么呢坐在一个大的看台上看...整个演出没有任何突出的地方。最后居然还可以演示一下晚饭......无力吐槽 3，说到晚饭，难吃！我厂食堂都比这高个一百倍。晚饭没有任何夏威夷风味，随便找个日料逼uffet 或者中餐逼uffet要比这个高上一百倍，一点诚意都没有，唯一和夏威夷有关的就是最后的菠萝了， 4，大部分人买的票是基础的（在这个上面还有两个档吃，可以理解为屌丝版，加强版和土豪版）似乎加强版和屌丝版是一样的自助餐，就是加强版可以先去排队打饭。。。。屌丝版就坐在那里等着哦！ 5，五点进入园区以后，七点开饭以前，没有任何食物，只有一点水，你可以花钱买酒或者饮料 。
codedlang:69:01,Crowd-AI-Lab/CodedLang,69,尼玛,尼玛,尼玛,ni2 ma3,你妈,你妈,ni3 ma1,ni˧˥ ma˨˩˦,ni˧˥ ma˨˩˦,ni˨˩˦ ma˥,ni˨˩˦ ma˥,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,ni2 ma3,ni3 ma1,ni˧˥ ma˧˩˧,ni˧˩˧ ma˥,真尼玛了个逼慢 FK,真你妈了个逼慢 FK
codedlang:70:01,Crowd-AI-Lab/CodedLang,70,歪果仁,歪果仁,歪果仁,wai1 guo3 ren2,外国人,外国人,wai4 guo2 ren2,wai˥ kuɔ˨˩˦ ɻən˧˥,wai˥ kuɔ˨˩˦ ɻən˧˥,wai˥˩ kuɔ˧˥ ɻən˧˥,wai˥˩ kuɔ˧˥ ɻən˧˥,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,wai1 guo3 ren2,wai4 guo2 ren2,wai̯˥ kwo˧˩˧ ɻə˧˥n,wai̯˥˩ kwo˧˥ ɻə˧˥n,歪果仁就是看不懂这里是成都小吃哈哈哈哈哈哈哈,外国人就是看不懂这里是成都小吃哈哈哈哈哈哈哈
codedlang:71:01,Crowd-AI-Lab/CodedLang,71,辣鸡,辣鸡,辣鸡,la4 ji1,垃圾,垃圾,la1 ji1,la˥˩ tɕi˥,la˥˩ tɕi˥,la˥ tɕi˥,la˥ tɕi˥,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,la4 ji1,la1 ji1,la˥˩ tɕi˥,la˥ tɕi˥,辣鸡 这是人住的吗,垃圾 这是人住的吗
codedlang:72:01,Crowd-AI-Lab/CodedLang,72,开森,开森,开森,kai1 sen1,开心,开心,kai1 xin1,kʰai˥ sən˥,kʰai˥ sən˥,kʰai˥ ɕin˥,kʰai˥ ɕin˥,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,kai1 sen1,kai1 xin1,kʰai̯˥ sə˥n,kʰai̯˥ ɕi˥n,开森,开心
codedlang:73:01,Crowd-AI-Lab/CodedLang,73,墙裂,墙裂,墙裂,qiang2 lie4,强烈,强烈,qiang2 lie4,tɕʰiɑŋ˧˥ liɛ˥˩,tɕʰiɑŋ˧˥ liɛ˥˩,tɕʰiɑŋ˧˥ liɛ˥˩,tɕʰiɑŋ˧˥ liɛ˥˩,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,qiang2 lie4,qiang2 lie4,tɕʰja˧˥ŋ lje˥˩,tɕʰja˧˥ŋ lje˥˩,两年没吃这么好的中餐了 墙裂推荐 本人口味较重非常喜欢这家的调味. 没想到静水城也有这么好的餐厅！惊喜～The sesame chicken is particularly delicious 😋,两年没吃这么好的中餐了 强烈推荐 本人口味较重非常喜欢这家的调味. 没想到静水城也有这么好的餐厅！惊喜～The sesame chicken is particularly delicious 😋
codedlang:74:01,Crowd-AI-Lab/CodedLang,74,针不戳,针不戳,针不戳,zhen1 bu4 chuo1,真不错,真不错,zhen1 bu4 cuo4,ʈʂən˥ pu˥˩ ʈʂʰuɔ˥,ʈʂən˥ pu˥˩ ʈʂʰuɔ˥,ʈʂən˥ pu˥˩ tsʰuɔ˥˩,ʈʂən˥ pu˥˩ tsʰuɔ˥˩,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,zhen1 bu4 chuo1,zhen1 bu4 cuo4,ʈʂə˥n pu˥˩ ʈʂʰwo˥,ʈʂə˥n pu˥˩ tsʰwo˥˩,针不戳,真不错
codedlang:75:01,Crowd-AI-Lab/CodedLang,75,知本家,知本家,知本家,zhi1 ben3 jia1,资本家,资本家,zi1 ben3 jia1,ʈʂɻ̩˥ pən˨˩˦ tɕia˥,ʈʂɻ̩˥ pən˨˩˦ tɕia˥,tsɹ̩˥ pən˨˩˦ tɕia˥,tsɹ̩˥ pən˨˩˦ tɕia˥,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,zhi1 ben3 jia1,zi1 ben3 jia1,ʈʂɻ̩˥ pə˧˩˧n tɕja˥,tsɹ̩˥ pə˧˩˧n tɕja˥,牛逼 fuyao 让美国老看到什么是真正的知本家.,牛逼 fuyao 让美国老看到什么是真正的资本家.
codedlang:76:01,Crowd-AI-Lab/CodedLang,76,特么,特么,特么,te4 me,他妈,他妈,ta1 ma1,tʰɤ˥˩ mɤ,tʰɤ˥˩ mɤ,tʰa˥ ma˥,tʰa˥ ma˥,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,te4 me,ta1 ma1,tʰɤ˥˩ mɤ,tʰa˥ ma˥,哥伦布目前比较正常的中餐馆了。但特么里面搞那么黑干嘛,哥伦布目前比较正常的中餐馆了。但他妈里面搞那么黑干嘛
codedlang:77:01,Crowd-AI-Lab/CodedLang,77,敲击,敲击,敲击,qiao1 ji1,超级,超级,chao1 ji2,tɕʰiɑʊ˥ tɕi˥,tɕʰiɑʊ˥ tɕi˥,ʈʂʰɑʊ˥ tɕi˧˥,ʈʂʰɑʊ˥ tɕi˧˥,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,qiao1 ji1,chao1 ji2,tɕʰjau̯˥ tɕi˥,ʈʂʰau̯˥ tɕi˧˥,很温馨的小店，味道不错而且价格很便宜～～ 敲击亲民 ：） 好可惜快走了才发现～,很温馨的小店，味道不错而且价格很便宜～～ 超级亲民 ：） 好可惜快走了才发现～
codedlang:78:01,Crowd-AI-Lab/CodedLang,78,辣鸡,辣鸡,辣鸡,la4 ji1,垃圾,垃圾,la1 ji1,la˥˩ tɕi˥,la˥˩ tɕi˥,la˥ tɕi˥,la˥ tɕi˥,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,la4 ji1,la1 ji1,la˥˩ tɕi˥,la˥ tɕi˥,辣鸡 克扣 坑中国人,垃圾 克扣 坑中国人
codedlang:79:01,Crowd-AI-Lab/CodedLang,79,男票,男票,男票,nan2 piao4,男朋友,男朋友,nan2 peng2 you3,nan˧˥ pʰiɑʊ˥˩,nan˧˥ pʰiɑʊ˥˩,nan˧˥ pʰɤŋ˧˥ joʊ˨˩˦,nan˧˥ pʰɤŋ˧˥ joʊ˨˩˦,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,nan2 piao4,nan2 peng2 you3,na˧˥n pʰjau̯˥˩,na˧˥n pʰə˧˥ŋ jou̯˧˩˧,我男票在他家买的炒饭，买了5次，大概有4次饭是生的。为啥坚持买了5次是因为离得近。给了5次机会。后来吃瓜发现老板娘mandylin和员工ak这么牛逼，厉害厉害，社会社会，祝可可grill早日倒闭哈哈哈哈哈，再你妈的见,我男朋友在他家买的炒饭，买了5吃，大概有4吃饭是生的。为啥坚持买了5吃是因为离得近。给了5吃机会。后来吃瓜发现老板娘mandylin和员工ak这么牛逼，厉害厉害，社会社会，祝可可grill早日倒闭哈哈哈哈哈，再你妈的见
codedlang:80:01,Crowd-AI-Lab/CodedLang,80,盆友,盆友,盆友,pen2 you3,朋友,朋友,peng2 you3,pʰən˧˥ joʊ˨˩˦,pʰən˧˥ joʊ˨˩˦,pʰɤŋ˧˥ joʊ˨˩˦,pʰɤŋ˧˥ joʊ˨˩˦,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,pen2 you3,peng2 you3,pʰə˧˥n jou̯˧˩˧,pʰə˧˥ŋ jou̯˧˩˧,还是写中文吧～帮我和盆友做奶茶的小哥哥人很nice 推荐的奶茶黑糯米（不确定是不是这么叫的）和草莓皇后都很好喝 不腻～以后会想去尝试别的(* ॑꒳ ॑* )⋆,还是写中文吧～帮我和朋友做奶茶的小哥哥人很nice 推荐的奶茶黑糯米（不确定是不是这么叫的）和草莓皇后都很好喝 不腻～以后会想去尝试别的(* ॑꒳ ॑* )⋆
codedlang:81:01,Crowd-AI-Lab/CodedLang,81,敲击,敲击,敲击,qiao1 ji1,超级,超级,chao1 ji2,tɕʰiɑʊ˥ tɕi˥,tɕʰiɑʊ˥ tɕi˥,ʈʂʰɑʊ˥ tɕi˧˥,ʈʂʰɑʊ˥ tɕi˧˥,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,qiao1 ji1,chao1 ji2,tɕʰjau̯˥ tɕi˥,ʈʂʰau̯˥ tɕi˧˥,My Favorite breakfast in US!!!! Sooooooo goood!!!!!! 敲击喜欢！,My Favorite 逼reakfast in US!!!! Sooooooo goood!!!!!! 超级喜欢！
codedlang:82:01,Crowd-AI-Lab/CodedLang,82,墨迹,墨迹,墨迹,mo4 ji4,磨叽,磨叽,mo2 ji1,muɔ˥˩ tɕi˥˩,muɔ˥˩ tɕi˥˩,muɔ˧˥ tɕi˥,muɔ˧˥ tɕi˥,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,mo4 ji4,mo2 ji1,mwo˥˩ tɕi˥˩,mwo˧˥ tɕi˥,卸货快、给卸货给卸货单太墨迹了.等2小时,卸货快、给卸货给卸货单太磨叽了.等2小时
codedlang:84:01,Crowd-AI-Lab/CodedLang,84,墙裂,墙裂,墙裂,qiang2 lie4,强烈,强烈,qiang2 lie4,tɕʰiɑŋ˧˥ liɛ˥˩,tɕʰiɑŋ˧˥ liɛ˥˩,tɕʰiɑŋ˧˥ liɛ˥˩,tɕʰiɑŋ˧˥ liɛ˥˩,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,qiang2 lie4,qiang2 lie4,tɕʰja˧˥ŋ lje˥˩,tɕʰja˧˥ŋ lje˥˩,超好的电子维修店！老板是一个热情小哥，维修又快又好，而且价格直逼国内淘宝价😏在这里修了苹果笔记本，老板直接从苹果公司订的正品配件哦～墙裂推荐！！！😄😄 ps: 店内还有手机壳和苹果充电线卖哩！,超好的电子维修店！老板是一个热情小哥，维修又快又好，而且价格直逼国内淘宝价😏在这里修了苹果笔记本，老板直接从苹果公司订的正品配件哦～强烈推荐！！！😄😄 ps: 店内还有手机壳和苹果充电线卖哩！
codedlang:85:01,Crowd-AI-Lab/CodedLang,85,特么,特么,特么,te4 me,他妈,他妈,ta1 ma1,tʰɤ˥˩ mɤ,tʰɤ˥˩ mɤ,tʰa˥ ma˥,tʰa˥ ma˥,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,te4 me,ta1 ma1,tʰɤ˥˩ mɤ,tʰa˥ ma˥,十点钟的预约，九点钟到的，等装货等了俩个小时，十二点多开始装货，搞了一个半小时装好货，又在等电话拿货单，这工作效率真是特么的低的不行,十点钟的预约，九点钟到的，等装货等了俩个小时，十二点多开始装货，搞了一个半小时装好货，又在等电话拿货单，这工作效率真是他妈的低的不行
codedlang:86:01,Crowd-AI-Lab/CodedLang,86,特么,特么,特么,te4 me,他妈,他妈,ta1 ma1,tʰɤ˥˩ mɤ,tʰɤ˥˩ mɤ,tʰa˥ ma˥,tʰa˥ ma˥,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,te4 me,ta1 ma1,tʰɤ˥˩ mɤ,tʰa˥ ma˥,我靠！！！就特么这种菜还特么强制消费？？？？？下次再来这家店我特么真是吃翔！！！！！！！🤬🤬🤬,我靠！！！就他妈这种菜还他妈强制消费？？？？？下吃再来这家店我他妈真是吃翔！！！！！！！🤬🤬🤬
codedlang:87:01,Crowd-AI-Lab/CodedLang,87,阔以,阔以,阔以,kuo4 yi3,可以,可以,ke3 yi3,kʰuɔ˥˩ i˨˩˦,kʰuɔ˥˩ i˨˩˦,kʰɤ˨˩˦ i˨˩˦,kʰɤ˨˩˦ i˨˩˦,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,kuo4 yi3,ke3 yi3,kʰwo˥˩ i˧˩˧,kʰɤ˧˩˧ i˧˩˧,感觉生活又阔以了...在nj也能吃鲜芋仙了！,感觉生活又可以了...在nj也能吃鲜芋仙了！
codedlang:88:01,Crowd-AI-Lab/CodedLang,88,特么,特么,特么,te4 me,他妈,他妈,ta1 ma1,tʰɤ˥˩ mɤ,tʰɤ˥˩ mɤ,tʰa˥ ma˥,tʰa˥ ma˥,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,te4 me,ta1 ma1,tʰɤ˥˩ mɤ,tʰa˥ ma˥,巨特么舒服啊,巨他妈舒服啊
codedlang:89:01,Crowd-AI-Lab/CodedLang,89,炒鸡,炒鸡,炒鸡,chao3 ji1,超级,超级,chao1 ji2,ʈʂʰɑʊ˨˩˦ tɕi˥,ʈʂʰɑʊ˨˩˦ tɕi˥,ʈʂʰɑʊ˥ tɕi˧˥,ʈʂʰɑʊ˥ tɕi˧˥,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,chao3 ji1,chao1 ji2,ʈʂʰau̯˧˩˧ tɕi˥,ʈʂʰau̯˥ tɕi˧˥,终于开到nj啦😭 炒鸡推荐，底料味道特别香。推荐他们家 鸭血 麻辣牛肉和乡村滑肉，每次去必点❤️,终于开到nj啦😭 超级推荐，底料味道特别香。推荐他们家 鸭血 麻啦牛肉和乡村滑肉，每吃去必点❤️
codedlang:90:01,Crowd-AI-Lab/CodedLang,90,卧槽,卧槽,卧槽,wo4 cao2,我操,我操,wo3 cao1,wɔ˥˩ tsʰɑʊ˧˥,wɔ˥˩ tsʰɑʊ˧˥,wɔ˨˩˦ tsʰɑʊ˥,wɔ˨˩˦ tsʰɑʊ˥,否,[],official_dictionary_casefold,非词汇同音词,ambiguous_homophone,wo4 cao2,wo3 cao1,wo˥˩ tsʰau̯˧˥,wo˧˩˧ tsʰau̯˥,订过几次外卖，三个菜只给一份餐具。我去餐厅吃饭还提醒过他们记得给齐餐具。结果，今天我帮同事订餐，送过来依旧只有一个餐具，更有意思的是还少个菜，而且没有配米饭。 跟店里打电话，一个东北大妈接的，跟我说我没点这菜。？？？说要再确认一下订单。ok，fine。等了五分钟，没信儿了。我打过去，跟我说确实点了，她没看见。哈哈哈，有意思。跟我说一会儿叫快递员送，ok，fine。一会儿来电话说联系不上快递员，让我下次去店里补上。我帮同事订的，我跟他这么说他能同意？我说不行，她说那就让老板一会儿送过来。OK，fine。最有意思的来了，二十分钟后来电话，说老板出门买锅去了，没法给我送😂😂😂我服了卧槽。 整个要餐过程一波三折，不断给我惊喜。感觉他们是在过家家，不是在做生意，哈哈哈。各位看官看完吸取教训😂,订过几吃外卖，三个菜只给一份餐具。我去餐厅吃饭还提醒过他们记得给齐餐具。结果，今天我帮同事订餐，送过来依旧只有一个餐具，更有意思的是还少个菜，而且没有配米饭。 跟店里打电话，一个东北大妈接的，跟我说我没点这菜。？？？说要再确认一下订单。ok，fine。等了五分钟，没信儿了。我打过去，跟我说确实点了，她没看见。哈哈哈，有意思。跟我说一会儿叫快递员送，ok，fine。一会儿来电话说联系不上快递员，让我下吃去店里补上。我帮同事订的，我跟他这么说他能同意？我说不行，她说那就让老板一会儿送过来。OK，fine。最有意思的来了，二十分钟后来电话，说老板出门买锅去了，没法给我送😂😂😂我服了我操。 整个要餐过程一波三折，不断给我惊喜。感觉他们是在过家家，不是在做生意，哈哈哈。各位看官看完吸取教训😂
codedlang:91:01,Crowd-AI-Lab/CodedLang,91,辣鸡,辣鸡,辣鸡,la4 ji1,垃圾,垃圾,la1 ji1,la˥˩ tɕi˥,la˥˩ tɕi˥,la˥ tɕi˥,la˥ tɕi˥,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,la4 ji1,la1 ji1,la˥˩ tɕi˥,la˥ tɕi˥,辣鸡的要死。超烂的服务。,垃圾的要死。超烂的服务。
codedlang:92:01,Crowd-AI-Lab/CodedLang,92,特么,特么,特么,te4 me,他妈,他妈,ta1 ma1,tʰɤ˥˩ mɤ,tʰɤ˥˩ mɤ,tʰa˥ ma˥,tʰa˥ ma˥,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,te4 me,ta1 ma1,tʰɤ˥˩ mɤ,tʰa˥ ma˥,特么逼 每年都在涨 过桥费,他妈逼 每年都在涨 过桥费
codedlang:93:01,Crowd-AI-Lab/CodedLang,93,墙裂,墙裂,墙裂,qiang2 lie4,强烈,强烈,qiang2 lie4,tɕʰiɑŋ˧˥ liɛ˥˩,tɕʰiɑŋ˧˥ liɛ˥˩,tɕʰiɑŋ˧˥ liɛ˥˩,tɕʰiɑŋ˧˥ liɛ˥˩,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,qiang2 lie4,qiang2 lie4,tɕʰja˧˥ŋ lje˥˩,tɕʰja˧˥ŋ lje˥˩,一家味道超级正宗的烤鱼店，墙裂推荐！一直以为只有回国才可以吃到这样的味道，没想到在Edison得以实现！,一家味道超级正宗的烤鱼店，强烈推荐！一直以为只有回国才可以吃到这样的味道，没想到在Edison得以实现！
codedlang:94:01,Crowd-AI-Lab/CodedLang,94,针不戳,针不戳,针不戳,zhen1 bu4 chuo1,真不错,真不错,zhen1 bu4 cuo4,ʈʂən˥ pu˥˩ ʈʂʰuɔ˥,ʈʂən˥ pu˥˩ ʈʂʰuɔ˥,ʈʂən˥ pu˥˩ tsʰuɔ˥˩,ʈʂən˥ pu˥˩ tsʰuɔ˥˩,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,zhen1 bu4 chuo1,zhen1 bu4 cuo4,ʈʂə˥n pu˥˩ ʈʂʰwo˥,ʈʂə˥n pu˥˩ tsʰwo˥˩,芝麻鸡真的超好吃，虽然是美式中餐，但是真的请尝尝看，地三鲜堂吃也非常好吃，之前点外卖的口感有点软软的，但是堂吃针不戳。水煮活鱼和北京鸭可以给6颗星。店面重新装修了，比以前高端很多，晚上去还挺漂亮。看到一些别的评论说服务不好，餐也不好吃，个人觉得并没有，之前有一次点外卖少了菜，打电话过去，店长亲自给我补送过来还很诚恳的道歉，菜的味道有可能跟个人口味有关，但是我真的还挺喜欢，希望你们越做越好😃😃（个人觉得好吃的菜还有冒菜，小米椒爱上小公鸡）,芝麻鸡真的超好吃，虽然是美式中餐，但是真的请尝尝看，地三鲜堂吃也非常好吃，之前点外卖的口感有点软软的，但是堂吃真不错。水煮活鱼和北京鸭可以给厉害颗星。店面重新装修了，比以前高端很多，晚上去还挺漂亮。看到一些别的评论说服务不好，餐也不好吃，个人觉得并没有，之前有一吃点外卖少了菜，打电话过去，店长亲自给我补送过来还很诚恳的道歉，菜的味道有可能跟个人口味有关，但是我真的还挺喜欢，希望你们越做越好😃😃（个人觉得好吃的菜还有冒菜，小米椒爱上小公鸡）
codedlang:95:01,Crowd-AI-Lab/CodedLang,95,尼玛,尼玛,尼玛,ni2 ma3,你妈,你妈,ni3 ma1,ni˧˥ ma˨˩˦,ni˧˥ ma˨˩˦,ni˨˩˦ ma˥,ni˨˩˦ ma˥,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,ni2 ma3,ni3 ma1,ni˧˥ ma˧˩˧,ni˧˩˧ ma˥,操尼玛逼，孙子,操你妈逼，孙子
codedlang:96:01,Crowd-AI-Lab/CodedLang,96,墙裂,墙裂,墙裂,qiang2 lie4,强烈,强烈,qiang2 lie4,tɕʰiɑŋ˧˥ liɛ˥˩,tɕʰiɑŋ˧˥ liɛ˥˩,tɕʰiɑŋ˧˥ liɛ˥˩,tɕʰiɑŋ˧˥ liɛ˥˩,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,qiang2 lie4,qiang2 lie4,tɕʰja˧˥ŋ lje˥˩,tɕʰja˧˥ŋ lje˥˩,蘸料量极少，和图片不符，仅第一份免费，之后额外收费。肉量极少，也和图片不符，套餐绝对不值，单点更是华而不实。菜单和上菜的量乍一看就是缺斤少两的呷哺呷哺火锅。作为一个妹子，我只能够说我加点了四盘肉。。。加在一起也不及小肥羊或者香天下的小份肉的肉量。店面小。我反复强调要加的菜，加了后又确认了两次是否准备了，结果到我结账时都没有上，一句不好意思就了事了，太让人失望了。差强人意的火锅，看似很忙却没有真正到位的服务。墙裂不推荐。感觉花了几十块就算吃了个开胃菜。。。如果我恨谁就推荐谁来这家店吧。,蘸料量极少，和图片不符，仅第一份免费，之后额外收费。肉量极少，也和图片不符，套餐绝对不值，单点更是华而不实。菜单和上菜的量乍一看就是缺斤少两的呷哺呷哺火锅。作为一个妹子，我只能够说我加点了四盘肉。。。加在一起也不及小肥羊或者香天下的小份肉的肉量。店面小。我反复强调要加的菜，加了后又确认了两吃是否准备了，结果到我结账时都没有上，一句不好意思就了事了，太让人失望了。差强人意的火锅，看似很忙却没有真正到位的服务。强烈不推荐。感觉花了几十块就算吃了个开胃菜。。。如果我恨谁就推荐谁来这家店吧。
codedlang:97:01,Crowd-AI-Lab/CodedLang,97,辣鸡,辣鸡,辣鸡,la4 ji1,垃圾,垃圾,la1 ji1,la˥˩ tɕi˥,la˥˩ tɕi˥,la˥ tɕi˥,la˥ tɕi˥,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,la4 ji1,la1 ji1,la˥˩ tɕi˥,la˥ tɕi˥,见过最差的 东西一团糟糕  好像我走进了辣鸡场,见过最差的 东西一团糟糕  好像我走进了垃圾场
