fragment_id,source_dataset,review_id,variant_fragment_raw,variant_fragment_normalized,phonetic_text,pinyin_reading,canonical_fragment,canonical_phonetic_text,canonical_pinyin_reading,ipa,ipa_candidate,canonical_ipa,canonical_ipa_candidate,needs_manual_review,manual_review_reasons,extraction_method,category,review_categories,official_code_pinyin,official_decode_pinyin,official_code_ipa,official_decode_ipa,original_review,decode_review,source_instance_count,source_review_ids,deduplication_key,split
codedlang:516:03,Crowd-AI-Lab/CodedLang,516,sbdx,sbdx,sbdx,sbdx,傻逼东西,傻逼东西,sha bi dong xi,ˌɛsbˌiːdˌiːˈɛks,ˌɛsbˌiːdˌiːˈɛks,ʂa pi tʊŋ ɕi,ʂa pi tʊŋ ɕi,否,[],official_dictionary_casefold,语音替代,"non_lexical_homophone, phonetic",sbdx,sha3 bi1 dong1 xi1,ˈɛs pi˥ ti ˈɛks ,ʂa˧˩˧ pi˥ tʊ˥ŋ ɕi˥,各位可能不信 我更新资料 排号排了4次这个资料不对那个资料不对 办事效率极低 真的 能不能给零分 一个星给出去都觉得恶心自己 在中国你们可能早被骂了 真的好想喷 太气人了 nmsl 灭霸打个响指 dmv先s 负分滚粗  像是艾利穿的品如衣一群sbdx 一群老年痴呆低能儿,各位可能不信 我更新资料 排号排了4吃这个资料不对那个资料不对 办事效率极低 真的 能不能给零分 一个星给出去都觉得恶心自己 在中国你们可能早被骂了 真的好想喷 太气人了 你妈死了 灭霸打个响指 dmv先s 负分滚出  像是艾利穿的品如衣一群傻逼东西 一群老年痴呆低能儿,1,"[""516""]",sbdx -> 傻逼东西,train
codedlang:498:01,Crowd-AI-Lab/CodedLang,498,兄弟萌,兄弟萌,兄弟萌,xiong di meng,兄弟们,兄弟们,xiong di men,ɕiʊŋ ti mɤŋ,ɕiʊŋ ti mɤŋ,ɕiʊŋ ti mən,ɕiʊŋ ti mən,否,[],official_dictionary_casefold,非词汇同音词,"emoji, non_lexical_homophone",xiong1 di4 meng2,xiong1 di4 men,ɕjʊ˥ŋ ti˥˩ mə˧˥ŋ,ɕjʊ˥ŋ ti˥˩ mən,"设施齐全，五星就vans了兄弟萌  改成④⭐是因为每次上游泳课都能把👴🏻冻成铁🍔🍔  突然想起👴🏻下学期还选了游泳 II，可能👴🏻本来就是个铁🍔🍔  Turn the pool water temperature up, I beg you","设施齐全，五星就vans了兄弟们  改成④⭐是因为每吃上游泳课都能把爷冻成铁憨憨  突然想起爷下学期还选了游泳 II，可能爷本来就是个铁憨憨  Turn the pool water temperature up, I 逼eg you",1,"[""498""]",兄弟萌 -> 兄弟们,train
codedlang:690:03,Crowd-AI-Lab/CodedLang,690,恭平,恭平,恭平,gong ping,公平,公平,gong ping,kʊŋ pʰiŋ,kʊŋ pʰiŋ,kʊŋ pʰiŋ,kʊŋ pʰiŋ,否,[],official_dictionary_casefold,非词汇同音词,"non_lexical_homophone, phonetic",gong1 ping2,gong1 ping2,kʊ˥ŋ pʰi˧˥ŋ,kʊ˥ŋ pʰi˧˥ŋ,"紅鷹睹場不好是要D人打機打4OO分先送二十元D人打機,好次我有一次打了4OO分比紅鷹,睹場有比二十元我打機,之後我沒有去一星期,紅鷹就没有比二十元我打機,我輸了很多錢在紅鷹,真不恭平。","紅鷹賭場不好是要啲人打機打4OO分先送二十元啲人打機,好吃我有一吃打了4OO分比紅鷹,賭場有比二十元我打機,之後我沒有去一星期,紅鷹就没有比二十元我打機,我輸了很多錢在紅鷹,真不公平。",1,"[""690""]",恭平 -> 公平,train
codedlang:328:01,Crowd-AI-Lab/CodedLang,328,内牛满面,内牛满面,内牛满面,nei niu man mian,内流满面,内流满面,nei liu man mian,nei niou man miɛn,nei niou man miɛn,nei liou man miɛn,nei liou man miɛn,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,nei4 niu2 man3 mian4,nei4 liu2 man3 mian4,nei̯˥˩ njou̯˧˥ ma˧˩˧n mjɛ˥˩n,nei̯˥˩ ljou̯˧˥ ma˧˩˧n mjɛ˥˩n,在美国生活了快10年终于吃到正宗的羊肉烩面……内牛满面,在美国生活了快10年终于吃到正宗的羊肉烩面……内流满面,1,"[""328""]",内牛满面 -> 内流满面,train
codedlang:485:01,Crowd-AI-Lab/CodedLang,485,冲鸭,冲鸭,冲鸭,chong ya,冲呀,冲呀,chong ya,ʈʂʰʊŋ ia,ʈʂʰʊŋ ia,ʈʂʰʊŋ ia,ʈʂʰʊŋ ia,否,[],official_dictionary_casefold,非词汇同音词,ambiguous_homophone,chong1 ya1,chong1 ya,ʈʂʰʊ˥ŋ ja˥,ʈʂʰʊ˥ŋ ja,这或许是第一篇中文评论哈哈哈 里面的人超好！漂亮的姐姐和温暖的叔叔！ J-1小伙伴们冲鸭！,这或许是第一篇中文评论哈哈哈 里面的人超好！漂亮的姐姐和温暖的叔叔！ J-1小伙伴们冲呀！,1,"[""485""]",冲鸭 -> 冲呀,train
codedlang:490:01,Crowd-AI-Lab/CodedLang,490,腻害,腻害,腻害,ni hai,厉害,厉害,li hai,ni xai,ni xai,li xai,li xai,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,ni4 hai4,li4 hai4,ni˥˩ xai̯˥˩,li˥˩ xai̯˥˩,第二次来了   美味   牛肉 龙虾  干呗 生蚝 好腻害٩(๑ᵒ̴̶̷͈᷄ᗨᵒ̴̶̷͈᷅)و,第二吃来了   美味   牛肉 龙虾  干呗 生蚝 好厉害٩(๑ᵒ̴̶̷͈᷄ᗨᵒ̴̶̷͈᷅)و,1,"[""490""]",腻害 -> 厉害,train
codedlang:556:01,Crowd-AI-Lab/CodedLang,556,qtmd,qtmd,qtmd,qtmd,去他妈的,去他妈的,qu ta ma de,kjˌuːtˌiːˌɛmdˈiː,kjˌuːtˌiːˌɛmdˈiː,tɕʰy tʰa ma tɤ,tɕʰy tʰa ma tɤ,否,[],official_dictionary_casefold,语音替代,phonetic,qtmd,qu4 ta1 ma1 de,ˈkju ˈti ˈɛm ti,tɕʰy˥˩ tʰa˥ ma˥ tɤ,原料不行，厨艺更烂，厨师夸口菜还可以；价格奇高，小费强制，美国景区也有黑店。奉劝老板快改行，你这不是在开饭店，是在丢脸！吃的很不愉快，最后小费一分没给，qtmd！,原料不行，厨艺更烂，厨师夸口菜还可以；价格奇高，小费强制，美国景区也有黑店。奉劝老板快改行，你这不是在开饭店，是在丢脸！吃的很不愉快，最后小费一分没给，去他妈的！,1,"[""556""]",qtmd -> 去他妈的,train
codedlang:606:03,Crowd-AI-Lab/CodedLang,606,反suan水,反suan水,反suan水,fan suan shui,反酸水,反酸水,fan suan shui,fan suan ʂuei,fan suan ʂuei,fan suan ʂuei,fan suan ʂuei,否,[],official_dictionary_casefold,语音替代,phonetic,fan3 suan shui3,fan3 suan1 shui3,fa˧˩˧n swan ʂwei̯˧˩˧,fa˧˩˧n swa˥n ʂwei̯˧˩˧,别被广告骗了，皮厚到没朋友，厚就算了还不劲道 全tm漏了，里面还不刷酱，果子也不脆，你直接去超市买墨西哥玉米饼卷卷都比这强，这水平不如国内学校门口5块rmb煎饼果子水平高，吃完了到现在想想我还反suan水。,别被广告骗了，皮厚到没朋友，厚就算了还不劲道 全他妈漏了，里面还不刷酱，果子也不脆，你直接去超市买墨西哥玉米饼卷卷都比这强，这水平不如国内学校门口5块人民币煎饼果子水平高，吃完了到现在想想我还反酸水。,1,"[""606""]",反suan水 -> 反酸水,train
codedlang:87:01,Crowd-AI-Lab/CodedLang,87,阔以,阔以,阔以,kuo yi,可以,可以,ke yi,kʰuɔ i,kʰuɔ i,kʰɤ i,kʰɤ i,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,kuo4 yi3,ke3 yi3,kʰwo˥˩ i˧˩˧,kʰɤ˧˩˧ i˧˩˧,感觉生活又阔以了...在nj也能吃鲜芋仙了！,感觉生活又可以了...在nj也能吃鲜芋仙了！,9,"[""87"", ""224"", ""235"", ""274"", ""287"", ""356"", ""450"", ""508"", ""520""]",阔以 -> 可以,train
codedlang:375:01,Crowd-AI-Lab/CodedLang,375,阔爱,阔爱,阔爱,kuo ai,可爱,可爱,ke ai,kʰuɔ ai,kʰuɔ ai,kʰɤ ai,kʰɤ ai,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,kuo4 ai4,ke3 ai4,kʰwo˥˩ ai̯˥˩,kʰɤ˧˩˧ ai̯˥˩,我喜欢海底捞的Karry跟阔爱的大恐龙，这边在疫情期间做的卫生和疫情防控真的好好，即便是在疫情节日期间，大家服务都好好，下次还来！！！比心❤️,我喜欢海底捞的Karry跟可爱的大恐龙，这边在疫情期间做的卫生和疫情防控真的好好，即便是在疫情节日期间，大家服务都好好，下吃还来！！！比心❤️,1,"[""375""]",阔爱 -> 可爱,train
codedlang:899:01,Crowd-AI-Lab/CodedLang,899,呆丸狼,呆丸狼,呆丸狼,dai wan lang,台湾人,台湾人,tai wan ren,tai uan lɑŋ,tai uan lɑŋ,tʰai uan ɻən,tʰai uan ɻən,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,dai1 wan2 lang2,tai2 wan1 ren2,tai̯˥ wa˧˥n la˧˥ŋ,tʰai̯˧˥ wa˥n ɻə˧˥n,呆丸狼的蛋糕店，一边赚中国人的钱一边支持台独，呆丸狼咋那么没骨气呢，绿蛆党已经全面执政，把国旗换掉嘛！全部撤回在中国大陆的生意，所有东西不要销往大陆，中国人的钱脏就不要去赚呀。有这样的底气和魄力吗？“畏威尔不怀徳”李敖对呆丸狼的评价极度精准，呆丸狼始终短视且混淆，大陆是共党在统治不假，可13亿人绝大部分并不是共党，但13亿人没有人觉得台湾那块土地不是中国的，今天的抵制是共党能组织的吗？是十三亿人对呆丸狼的好感丧失殆尽，要不是共党虚假的选宣传你们是大陆人的同胞，是亲人，骗了大陆人这么久，今天他们渐渐发觉农夫与蛇才是两岸真实的关系,台湾人的蛋糕店，一边赚中国人的钱一边支持台独，台湾狼咋那么没骨气呢，绿蛆党已经全面执政，把国旗换掉嘛！全部撤回在中国大陆的生意，所有东西不要销往大陆，中国人的钱脏就不要去赚呀。有这样的底气和魄力吗？“畏威尔不怀徳”李敖对台湾狼的评价极度精准，台湾狼始终短视且混淆，大陆是共党在统治不假，可13亿人绝大部分并不是共党，但13亿人没有人觉得台湾那块土地不是中国的，今天的抵制是共党能组织的吗？是十三亿人对台湾狼的好感丧失殆尽，要不是共党虚假的选宣传你们是大陆人的同胞，是亲人，骗了大陆人这么久，今天他们渐渐发觉农夫与蛇才是两岸真实的关系,1,"[""899""]",呆丸狼 -> 台湾人,train
codedlang:41:01,Crowd-AI-Lab/CodedLang,41,ㄔ,ㄔ,ㄔ,ㄔ,吃,吃,chi,,,ʈʂʰɻ̩,ʈʂʰɻ̩,是,"[{""type"": ""source_unresolved_symbol_or_digit""}]",official_dictionary_casefold,语音替代,phonetic,ch,chi1,tʂʰ,ʈʂʰɻ̩˥,好ㄔ,好吃,9,"[""41"", ""166"", ""177"", ""265"", ""304"", ""329"", ""426"", ""535"", ""536""]",ㄔ -> 吃,train
codedlang:746:01,Crowd-AI-Lab/CodedLang,746,吃shi,吃shi,吃shi,chi shi,吃屎,吃屎,chi shi,ʈʂʰɻ̩ ʂɻ̩,ʈʂʰɻ̩ ʂɻ̩,ʈʂʰɻ̩ ʂɻ̩,ʈʂʰɻ̩ ʂɻ̩,否,[],official_dictionary_casefold,语音替代,phonetic,chi1 shi,chi1 shi3,ʈʂʰɻ̩˥ ʂɻ̩,ʈʂʰɻ̩˥ ʂɻ̩˧˩˧,所有的外卖都好像只是用微波炉加热了！那奶茶全是粉！感觉在吃shi！,所有的外卖都好像只是用微波炉加热了！那奶茶全是粉！感觉在吃屎！,1,"[""746""]",吃shi -> 吃屎,train
codedlang:125:01,Crowd-AI-Lab/CodedLang,125,童鞋,童鞋,童鞋,tong xie,同学,同学,tong xue,tʰʊŋ ɕiɛ,tʰʊŋ ɕiɛ,tʰʊŋ ɕyɛ,tʰʊŋ ɕyɛ,否,[],official_dictionary_casefold,歧义同音词,ambiguous_homophone,tong2 xie2,tong2 xue2,tʰʊ˧˥ŋ ɕje˧˥,tʰʊ˧˥ŋ ɕɥe˧˥,强制收15%消费. 不够15%还舔着脸硬要. 本来还一直来这家的，以后不来了。 想来的童鞋们，先准备好至少15%的小费吧。,强制收15%消费. 不够15%还舔着脸硬要. 本来还一直来这家的，以后不来了。 想来的同学们，先准备好至少15%的小费吧。,6,"[""125"", ""220"", ""256"", ""418"", ""423"", ""505""]",童鞋 -> 同学,train
codedlang:878:03,Crowd-AI-Lab/CodedLang,878,吴xiu波,吴xiu波,吴xiu波,wu xiu bo,吴秀波,吴秀波,wu xiu bo,u ɕiou puɔ,u ɕiou puɔ,u ɕiou puɔ,u ɕiou puɔ,否,[],official_dictionary_casefold,语音替代,"non_lexical_homophone, phonetic",wu2 xiu bo1,wu2 xiu4 bo1,u˧˥ ɕjou̯ pwo˥,u˧˥ ɕjou̯˥˩ pwo˥,5星推荐-不要被中文译名迷糊了，这儿对于国人就是一处万国园。 有植物园，收藏园，各国特色建筑园，综合类园。 推荐仙人掌园，直走左侧。 推荐中国园和日本园，还有儿童迷你乐园。 图书馆可以不进。 收藏馆可以不进。 用逛植物园和猎奇的心态去逛。 穿双好鞋，因为会走很久。 停车场免费，但小心车里不要留钱财衣物，还是有贼人来砸车窗的。 整个园林很大，但其实更有名气的是园林所在的城市，在落膻鸡有二nei村之美称。号称吴xiu波等大陆戏子均在此有宅子。 不多说了，有钱人的世界你们最懂。,5星推荐-不要被中文译名迷糊了，这儿对于国人就是一处万国园。 有植物园，收藏园，各国特色建筑园，综合类园。 推荐仙人掌园，直走左侧。 推荐中国园和日本园，还有儿童迷你乐园。 图书馆可以不进。 收藏馆可以不进。 用逛植物园和猎奇的心态去逛。 穿双好鞋，因为会走很久。 停车场免费，但小心车里不要留钱财衣物，还是有贼人来砸车窗的。 整个园林很大，但其实更有名气的是园林所在的城市，在洛杉矶有二奶村之美称。号称吴秀波等大陆戏子均在此有宅子。 不多说了，有钱人的世界你们最懂。,1,"[""878""]",吴xiu波 -> 吴秀波,train
codedlang:284:01,Crowd-AI-Lab/CodedLang,284,e度,e度,e度,e du,呢度,呢度,ne du,ɤ tu,ɤ tu,nɤ tu,nɤ tu,否,[],official_dictionary_casefold,语音替代,"emoji, phonetic",e du4,ne du4,ɤ tu˥˩,nɤ tu˥˩,又嚟啦～😊 e度嘅中餐馆多数都会有🆓饭后甜品或者水果嘅，但基本上都喺得①款，而好似e间咁🆓②③款嘅就比较少见～（上次🆓多咗款芒果布丁🍮话畀小朋友嘅）,又嚟啦～😊 呢度嘅中餐馆多数都会有🆓饭后甜品或者水果嘅，但基本上都喺得一款，而好似呢间咁🆓②③款嘅就比较少见～（上吃🆓多咗款芒果布丁🍮话畀小朋友嘅）,3,"[""284"", ""292"", ""533""]",e度 -> 呢度,train
codedlang:244:01,Crowd-AI-Lab/CodedLang,244,e间,e间,e间,e jian,呢间,呢间,ne jian,ɤ tɕiɛn,ɤ tɕiɛn,nɤ tɕiɛn,nɤ tɕiɛn,否,[],official_dictionary_casefold,语音替代,phonetic,e jian1,ne jian1,ɤ tɕjɛ˥n,nɤ tɕjɛ˥n,e间嘢ok啵～😊 我哋今日食B餐～🤗 老板娘知道我哋第①次嚟，甜品仲“①变③”～😂,呢间嘢ok啵～😊 我哋今日食B餐～🤗 老板娘知道我哋第一吃嚟，甜品仲“一变③”～😂,2,"[""244"", ""284""]",e间 -> 呢间,train
codedlang:879:01,Crowd-AI-Lab/CodedLang,879,咖灰,咖灰,咖灰,ka hui,咖啡,咖啡,ka fei,kʰa xuei,kʰa xuei,kʰa fei,kʰa fei,否,[],official_dictionary_casefold,非词汇同音词,"ambiguous_homophone, non_lexical_homophone",ka1 hui1,ka1 fei1,kʰa˥ xwei̯˥,kʰa˥ fei̯˥,[厲害了！這個巢。]  喝咖灰好潮，喝的俺都濕了。  在藍瓶咖啡被矽谷文青熱情愛戴的時刻，藍瓶創辦人說了他的藍色野望：要做精品咖啡裡面的星巴克，其中的意義呢大家可能沒有仔細思考，容我翻譯翻譯，星巴克毫無疑問的是跨國連鎖品牌系統的強者，從視覺環境到產品的品質有高度的標準化，這個時候星巴克是連鎖食品公司；在全球展店以後用點數卡吸金轉投資提高企業獲利，這個時期星巴克是財務金融公司；建立鋪天蓋地的綠色海妖形象以後，衍生海量的紀念品產線與投資各種老屋咖啡特殊店，這個時期星巴克是藝術文創公司；眼下現值頂天，把公司賣給了雀巢這樣的超級規模商品供應商，這個時候星巴克是個獲利了結的創投公司。  回頭看看藍瓶咖啡的創業野望，跟提早一步被雀巢收購，藍瓶咖啡以小搏大，快速掠取投資者目光，獲利了結出場，實在是超越並且大勝星巴克，聽到這裡有沒有很納悶？這一切的一切，不管是全球連鎖龍頭或者文青熱愛的打卡直播聖地，最後都買給了惡名昭彰記錄欠佳的國際食品巨擘，事實是沒人在乎你在乎的咖啡，網美在乎直播收了多少禮物，網紅盯著手機看看自己的粉絲頁日報表，咖啡只是一種期貨，讓企業玩來玩去的那種。 藍瓶從來都是地地道道的生意人，他們清楚的知道店面的美觀遠比咖啡的美味重要，網美網紅就算沒把咖啡喝完也會拿著LOGO打卡，所以他們根本不是精品咖啡裡面的星巴克，他們是文青咖啡店裡面的獅子會跟扶輪社，懂？沒關係，人生很難，生意很簡單，有人買單就是生意，有企業能夠整碗端走94狂，能夠獲利了結安全下莊的人才能笑著離開，下次還有人說他要做什麼什麼產業的什麼什麼代表，也許人家在乎的不是你在乎的事，請不要入戲太深，喝杯咖啡而已，數數鈔票罷了。  要做藝術節的鼎泰豐有沒有戲呢？還是做設計界的costco有局嗎？還是做文創界的金正恩呢？人生好難，做決定最難。  文青以後改稱巢青好了，又文又潮，雙效合一。  #Bluebottle #Starbucks #hipster #coffee #enterprises #cooperation #Theycareshits #theydontcareaboutyou #數鈔票 #滑動態 #扶輪社 #獅子會 #連鎖超商 #聯合壟斷 #裁判跟球員都是我的人 #星巴克 #藍瓶咖啡 #雀巢食品 #名譽超差 #聞氫哥哥誰理你 #文青 #網美 #網紅 #網肥 #巢青 #打卡 #把不到妹妹就把頭 #翻譯翻譯 #惡龍還有惡人騎 #咖啡是拳頭濃縮是k1 #coffeebreak #Taipei #coffee #Taiwan #coffeeholic #espresso #Ristretto #LocalGuides #小甜甜哥白尼 #木柵奧利佛 #野人掀鋪 #臉怕出油豬怕肥 #人生很短進度要趕 #五分熟男塾 #學有所終食無止盡,[厲害了！這個巢。]  喝咖啡好潮，喝的俺都濕了。  在藍瓶咖啡被矽谷文青熱情愛戴的時刻，藍瓶創辦人說了他的藍色野望：要做精品咖啡裡面的星巴克，其中的意義呢大家可能沒有仔細思考，容我翻譯翻譯，星巴克毫無疑問的是跨國連鎖品牌系統的強者，從視覺環境到產品的品質有高度的標準化，這個時候星巴克是連鎖食品公司；在全球展店以後用點數卡吸金轉投資提高企業獲利，這個時期星巴克是財務金融公司；建立鋪天蓋地的綠色海妖形象以後，衍生海量的紀念品產線與投資各種老屋咖啡特殊店，這個時期星巴克是藝術文創公司；眼下現值頂天，把公司賣給了雀巢這樣的超級規模商品供應商，這個時候星巴克是個獲利了結的創投公司。  回頭看看藍瓶咖啡的創業野望，跟提早一步被雀巢收購，藍瓶咖啡以小搏大，快速掠取投資者目光，獲利了結出場，實在是超越並且大勝星巴克，聽到這裡有沒有很納悶？這一切的一切，不管是全球連鎖龍頭或者文青熱愛的打卡直播聖地，最後都買給了惡名昭彰記錄欠佳的國際食品巨擘，事實是沒人在乎你在乎的咖啡，網美在乎直播收了多少禮物，網紅盯著手機看看自己的粉絲頁日報表，咖啡只是一種期貨，讓企業玩來玩去的那種。 藍瓶從來都是地地道道的生意人，他們清楚的知道店面的美觀遠比咖啡的美味重要，網美網紅就算沒把咖啡喝完也會拿著LOGO打卡，所以他們根本不是精品咖啡裡面的星巴克，他們是文青咖啡店裡面的獅子會跟扶輪社，懂？沒關係，人生很難，生意很簡單，有人買單就是生意，有企業能夠整碗端走就是狂，能夠獲利了結安全下莊的人才能笑著離開，下吃還有人說他要做什麼什麼產業的什麼什麼代表，也許人家在乎的不是你在乎的事，請不要入戲太深，喝杯咖啡而已，數數鈔票罷了。  要做藝術節的鼎泰豐有沒有戲呢？還是做設計界的costco有局嗎？還是做文創界的金正恩呢？人生好難，做決定最難。  文青以後改稱巢青好了，又文又潮，雙效合一。  #Blue逼ottle #Star逼ucks #hipster #coffee #enterprises #cooperation #Theycare屎ts #theydontcarea逼outyou #數鈔票 #滑動態 #扶輪社 #獅子會 #連鎖超商 #聯合壟斷 #裁判跟球員都是我的人 #星巴克 #藍瓶咖啡 #雀巢食品 #名譽超差 #聞氫哥哥誰理你 #文青 #網美 #網紅 #網肥 #巢青 #打卡 #把不到妹妹就把頭 #翻譯翻譯 #惡龍還有惡人騎 #咖啡是拳頭濃縮是k1 #coffee逼reak #Taipei #coffee #Taiwan #coffeeholic #espresso #Ristretto #LocalGuides #小甜甜哥白尼 #木柵奧利佛 #野人掀鋪 #臉怕出油豬怕肥 #人生很短進度要趕 #五分熟男塾 #學有所終食無止盡,1,"[""879""]",咖灰 -> 咖啡,train
codedlang:622:03,Crowd-AI-Lab/CodedLang,622,挖,挖,挖,wa,哇,哇,wa,ua,ua,ua,ua,否,[],official_dictionary_casefold,歧义同音词,"ambiguous_homophone, non_lexical_homophone",wa1,wa,wa˥,wa,遇到說中文滴店員 總算搞定網路了(耶)  其實偶們前一晚就來過 不過店家打烊時間較隔壁早 所以有需求真滴還是要趁早挖,遇到說中文的店員 總算搞定網路了(耶)  其實我們前一晚就來過 不過店家打烊時間較隔壁早 所以有需求真的還是要趁早哇,1,"[""622""]",挖 -> 哇,train
codedlang:870:01,Crowd-AI-Lab/CodedLang,870,www,www,www,www,哈哈哈,哈哈哈,ha ha ha,dˌʌbəljˌuːdˌʌbəljˌuːdˈʌbəljˌuː,dˌʌbəljˌuːdˌʌbəljˌuːdˈʌbəljˌuː,xa xa xa,xa xa xa,否,[],official_dictionary_casefold,跨语言语音编码,phonetic,,,,,A fine dinning restaurant.  招待的前菜：清爽系，忘記是什麼味道了哈哈 Sea urchin——真的超大顆，海膽加上濃郁的湯汁加上附的鬆軟麵包是個很好的開始 p.s: 這道不在菜單上 Seared day boat scallop——干貝焦得剛剛好，我喜歡下面墊著的薯泥，沒怎麼沾外面那圈油醋醬  主餐 Grilled lobster——龍蝦本身感覺挺新鮮的，但醬汁有點微妙⋯⋯有泰國Massaman咖哩的感覺，覺得不太搭 Wagyu flat iron——好吃但沒有他們的牛排店 (Alexander's Steakhouse) 厲害 Black Sea Bass——魚皮煎得焦焦就好吃! 但是醬汁還是頗不搭...... 旁邊小塊的炸物是螃蟹，我吃了覺得像才看菜單確認結果真的是 King Salmon——我沒吃但家人說不錯 Truffle fries——以前吃滿喜歡所以這次也點了，松露香+脆脆薯條好棒  甜點 Rise 'n shine——沒怎麼吃出梨子味的舒芙蕾，整體挺甜的 Pretty in pink——大概是芭樂果凍加荔枝跟莓果醬，酸酸甜甜 Passionfruit tiramisu——服務生會淋上巧克力讓球融化好可愛啊www 招待的甜點: 莓果軟糖(超甜)+芝麻焦糖片(有點像太妃)+Strawberry cotton candy——像草莓果醬做的帶一點酸味,A fine dinning restaurant.  招待的前菜：清爽系，忘記是什麼味道了哈哈 Sea urchin——真的超大顆，海膽加上濃郁的湯汁加上附的鬆軟麵包是個很好的開始 p.s: 這道不在菜單上 Seared day 逼oat scallop——干貝焦得剛剛好，我喜歡下面墊著的薯泥，沒怎麼沾外面那圈油醋醬  主餐 Grilled lo逼ster——龍瞎本身感覺挺新鮮的，但醬汁有點微妙⋯⋯有泰國Massaman咖哩的感覺，覺得不太搭 Wagyu flat iron——好吃但沒有他們的牛排店 (Alexander's Steakhouse) 厲害 Black Sea Bass——魚皮煎得焦焦就好吃! 但是醬汁還是頗不搭...... 旁邊小塊的炸物是螃蟹，我吃了覺得像才看菜單確認結果真的是 King Salmon——我沒吃但家人說不錯 Truffle fries——以前吃滿喜歡所以這吃也點了，松露香+脆脆薯條好棒  甜點 Rise 'n 屎ne——沒怎麼吃出梨子味的舒芙蕾，整體挺甜的 Pretty in pink——大概是芭樂果凍加荔枝跟莓果醬，酸酸甜甜 Passionfruit tiramisu——服務生會淋上巧克力讓球融化好可愛啊哈哈哈 招待的甜點: 莓果軟糖(超甜)+芝麻焦糖片(有點像太妃)+Straw逼erry cotton candy——像草莓果醬做的帶一點酸味,1,"[""870""]",www -> 哈哈哈,train
codedlang:324:01,Crowd-AI-Lab/CodedLang,324,矮油,矮油,矮油,ai you,哎哟,哎哟,ai yo,ai iou,ai iou,ai iɔ,ai iɔ,否,[],official_dictionary_casefold,非词汇同音词,non_lexical_homophone,ai3 you2,ai1 yo1,ai̯˧˩˧ jou̯˧˥,ai̯˥ wo˥,矮油不错哦~玩的嗨身体得好,哎哟不错哦~玩的嗨身体得好,2,"[""324"", ""519""]",矮油 -> 哎哟,train
codedlang:851:01,Crowd-AI-Lab/CodedLang,851,ㄛ,ㄛ,ㄛ,ㄛ,哦,哦,o,,,o,o,是,"[{""type"": ""source_unresolved_symbol_or_digit""}]",official_dictionary_casefold,语音替代,phonetic,o,o2,ɔ,ɔ˧˥,"Simply adjustment / alignment, my face looks slim. Thank you Dr. Chen for making me look prettier. Now I love to smile even more. Reasonable price plus providing parking with limited spots. Highly Highly recommended !!!!  找一位厲害的牙醫真的是一件非常重要的事情 有拜拜有保佑 真的開心讓我遇到超厲害的陳醫生 陳醫生將我變漂亮了 矯正前我不是很喜歡笑 因為臉輪廓大 現在的我非常喜歡笑 我身邊的人都說我笑起來很漂亮 (害羞) 我不只喜歡笑也愛露牙齒(哈哈) 診所乾淨明亮, 每個員工都很有效率, 待人親切 我強力推薦陳絢容齒列矯正專科  還有停車位ㄛ","Simply adjus他妈ent / alignment, my face looks slim. Thank you 啲r. C很 for making me look prettier. Now I love to smile even more. Reasona逼le price plus providing parking with limited spots. Highly Highly reco妹妹ended !!!!  找一位厲害的牙醫真的是一件非常重要的事情 有拜拜有保佑 真的開心讓我遇到超厲害的陳醫生 陳醫生將我變漂亮了 矯正前我不是很喜歡笑 因為臉輪廓大 現在的我非常喜歡笑 我身邊的人都說我笑起來很漂亮 (害羞) 我不只喜歡笑也愛露牙齒(哈哈) 診所乾淨明亮, 每個員工都很有效率, 待人親切 我強力推薦陳絢容齒列矯正專科  還有停車位哦",2,"[""851"", ""868""]",ㄛ -> 哦,train
codedlang:799:02,Crowd-AI-Lab/CodedLang,799,辣,辣,辣,la,啦,啦,la,la,la,la,la,否,[],official_dictionary_casefold,歧义同音词,"ambiguous_homophone, non_lexical_homophone",la4,la,la˥˩,la,好次😁还很便宜~今天朋友过生日还帮忙庆生  很可爱辣,好吃😁还很便宜~今天朋友过生日还帮忙庆生  很可爱啦,1,"[""799""]",辣 -> 啦,train
codedlang:414:01,Crowd-AI-Lab/CodedLang,414,D,D,D,D,啲,啲,di,dˈiː,dˈiː,ti,ti,否,[],official_dictionary_casefold,语音替代,phonetic,D,di1,ˈdi,ti˥,價錢偏貴，態度麻麻。食物水準差，比如講，珍珠雞D米唔透 燒賣有骨頭，D員工嘟懶理 ，特別系新設外賣部 ，亂收費， 冇收據， 奶茶， 加啡，似飲屎水 。尼世嘟唔會再去,價錢偏貴，態度麻麻。食物水準差，比如講，珍珠雞啲米唔透 燒賣有骨頭，啲員工都懶理 ，特別系新設外賣部 ，亂收費， 冇收據， 奶茶， 加啡，似飲屎水 。尼世都唔會再去,3,"[""414"", ""690"", ""897""]",D -> 啲,train
